Date,Year,Month,Day,Arrival Quantity,Min Price,Max Price,Previous_Modal_Price,Modal Price
2014-06-19,2014,6,19,56.0,1300.0,1500.0,1400.0,1400.0
2014-06-20,2014,6,20,54.0,1200.0,1500.0,1400.0,1350.0
2014-06-21,2014,6,21,60.0,1250.0,1450.0,1350.0,1350.0
2014-06-23,2014,6,23,67.0,1200.0,1400.0,1350.0,1300.0
2014-06-24,2014,6,24,65.0,1000.0,1400.0,1300.0,1200.0
2014-06-25,2014,6,25,57.0,1200.0,1500.0,1200.0,1350.0
2014-06-26,2014,6,26,50.0,1250.0,1450.0,1350.0,1350.0
2014-06-27,2014,6,27,54.0,1100.0,1500.0,1350.0,1300.0
2014-06-28,2014,6,28,60.0,1200.0,1600.0,1300.0,1400.0
2014-06-30,2014,6,30,65.0,1300.0,1500.0,1400.0,1400.0
2014-07-01,2014,7,1,56.0,1200.0,1600.0,1400.0,1400.0
2014-07-02,2014,7,2,40.0,1500.0,2000.0,1400.0,1750.0
2014-11-01,2014,11,1,62.0,1400.0,1700.0,1750.0,1550.0
2014-11-05,2014,11,5,65.0,1200.0,1550.0,1550.0,1425.0
2014-11-07,2014,11,7,60.0,1100.0,1400.0,1425.0,1250.0
2014-11-08,2014,11,8,56.0,1200.0,1450.0,1250.0,1350.0
2014-11-10,2014,11,10,52.0,1300.0,1500.0,1350.0,1400.0
2014-11-11,2014,11,11,60.0,1200.0,1400.0,1400.0,1300.0
2014-11-12,2014,11,12,65.0,1000.0,1400.0,1300.0,1250.0
2014-11-13,2014,11,13,68.0,1000.0,1400.0,1250.0,1200.0
2014-11-14,2014,11,14,60.0,1150.0,1450.0,1200.0,1300.0
2014-11-15,2014,11,15,63.0,1200.0,1400.0,1300.0,1300.0
2014-11-17,2014,11,17,60.0,1300.0,1500.0,1300.0,1400.0
2014-11-18,2014,11,18,70.0,1200.0,1400.0,1400.0,1300.0
2014-11-20,2014,11,20,75.0,1100.0,1300.0,1300.0,1200.0
2014-11-21,2014,11,21,68.0,1200.0,1400.0,1200.0,1300.0
2014-11-22,2014,11,22,60.0,1250.0,1450.0,1300.0,1350.0
2014-11-25,2014,11,25,56.0,1200.0,1500.0,1350.0,1350.0
2014-11-26,2014,11,26,50.0,1300.0,1600.0,1350.0,1450.0
2014-11-27,2014,11,27,52.0,1400.0,1800.0,1450.0,1600.0
2014-11-28,2014,11,28,56.0,1450.0,1750.0,1600.0,1600.0
2014-12-01,2014,12,1,50.0,1400.0,1800.0,1600.0,1600.0
2014-12-02,2014,12,2,48.0,1500.0,1800.0,1600.0,1650.0
2014-12-03,2014,12,3,45.0,1600.0,1850.0,1650.0,1725.0
2014-12-04,2014,12,4,52.0,1500.0,1700.0,1725.0,1600.0
2014-12-05,2014,12,5,60.0,1450.0,1650.0,1600.0,1550.0
2014-12-06,2014,12,6,65.0,1400.0,1600.0,1550.0,1500.0
2014-12-09,2014,12,9,60.0,1600.0,1800.0,1500.0,1700.0
2014-12-10,2014,12,10,65.0,1500.0,1700.0,1700.0,1600.0
2014-12-11,2014,12,11,58.0,1600.0,1800.0,1600.0,1700.0
2014-12-12,2014,12,12,60.0,1450.0,1750.0,1700.0,1600.0
2014-12-15,2014,12,15,50.0,1600.0,1800.0,1600.0,1700.0
2014-12-16,2014,12,16,43.0,2000.0,2400.0,1700.0,2200.0
2014-12-17,2014,12,17,48.0,1600.0,2200.0,2200.0,1900.0
2014-12-18,2014,12,18,42.0,1850.0,2350.0,1900.0,2050.0
2014-12-19,2014,12,19,45.0,1800.0,2200.0,2050.0,2000.0
2014-12-20,2014,12,20,56.0,1500.0,1800.0,2000.0,1650.0
2014-12-22,2014,12,22,63.0,1400.0,1600.0,1650.0,1500.0
2014-12-23,2014,12,23,66.0,1300.0,1500.0,1500.0,1400.0
2014-12-24,2014,12,24,72.0,1200.0,1500.0,1400.0,1350.0
2014-12-26,2014,12,26,70.0,1100.0,1400.0,1350.0,1250.0
2014-12-27,2014,12,27,63.0,1600.0,2000.0,1250.0,1800.0
2014-12-29,2014,12,29,58.0,1800.0,2300.0,1800.0,2100.0
2014-12-30,2014,12,30,55.0,2000.0,2400.0,2100.0,2200.0
2014-12-31,2014,12,31,50.0,2150.0,2450.0,2200.0,2300.0
2015-01-01,2015,1,1,56.0,2000.0,2400.0,2300.0,2200.0
2015-01-02,2015,1,2,60.0,1700.0,2300.0,2200.0,2000.0
2015-01-03,2015,1,3,48.0,2000.0,2500.0,2000.0,2250.0
2015-01-05,2015,1,5,50.0,2200.0,2500.0,2250.0,2350.0
2015-01-06,2015,1,6,54.0,2000.0,2400.0,2350.0,2200.0
2015-01-07,2015,1,7,52.0,2100.0,2400.0,2200.0,2250.0
2015-01-08,2015,1,8,60.0,1800.0,2200.0,2250.0,2000.0
2015-01-09,2015,1,9,48.0,1900.0,2200.0,2000.0,2050.0
2015-01-10,2015,1,10,50.0,1600.0,2000.0,2050.0,1800.0
2015-01-12,2015,1,12,57.0,1500.0,1900.0,1800.0,1700.0
2015-01-13,2015,1,13,52.0,1500.0,1850.0,1700.0,1725.0
2015-01-14,2015,1,14,60.0,1400.0,1800.0,1725.0,1600.0
2015-01-15,2015,1,15,65.0,1200.0,1700.0,1600.0,1500.0
2015-01-16,2015,1,16,58.0,1250.0,1650.0,1500.0,1450.0
2015-01-17,2015,1,17,600.0,1200.0,1600.0,1450.0,1400.0
2015-01-19,2015,1,19,62.0,1300.0,1500.0,1400.0,1400.0
2015-01-20,2015,1,20,56.0,1300.0,1600.0,1400.0,1450.0
2015-01-21,2015,1,21,60.0,1200.0,1600.0,1450.0,1400.0
2015-01-22,2015,1,22,630.0,1100.0,1500.0,1400.0,1300.0
2015-01-23,2015,1,23,58.0,1200.0,1500.0,1300.0,1350.0
2015-01-24,2015,1,24,62.0,1200.0,1400.0,1350.0,1300.0
2015-01-27,2015,1,27,68.0,1100.0,1300.0,1300.0,1200.0
2015-01-28,2015,1,28,60.0,1050.0,1350.0,1200.0,1200.0
2015-01-29,2015,1,29,48.0,1200.0,1600.0,1200.0,1400.0
2015-01-30,2015,1,30,42.0,1400.0,1700.0,1400.0,1550.0
2015-01-31,2015,1,31,45.0,1450.0,1650.0,1550.0,1550.0
2015-02-02,2015,2,2,54.0,1200.0,1600.0,1550.0,1400.0
2015-02-04,2015,2,4,55.0,1200.0,1500.0,1400.0,1350.0
2015-02-05,2015,2,5,62.0,1150.0,1450.0,1350.0,1300.0
2015-02-06,2015,2,6,56.0,1200.0,1475.0,1300.0,1350.0
2015-02-07,2015,2,7,62.0,1150.0,1450.0,1350.0,1300.0
2015-02-08,2015,2,8,56.0,1200.0,1475.0,1300.0,1350.0
2015-02-09,2015,2,9,50.0,1250.0,1550.0,1350.0,1400.0
2015-02-10,2015,2,10,48.0,1200.0,1600.0,1400.0,1400.0
2015-02-11,2015,2,11,46.0,1250.0,1600.0,1400.0,1425.0
2015-02-12,2015,2,12,52.0,1000.0,1500.0,1425.0,1300.0
2015-02-13,2015,2,13,50.0,1050.0,1550.0,1300.0,1350.0
2015-02-14,2015,2,14,47.0,1200.0,1800.0,1350.0,1500.0
2015-02-17,2015,2,17,45.0,1300.0,1700.0,1500.0,1500.0
2015-02-18,2015,2,18,42.0,1450.0,1750.0,1500.0,1550.0
2015-02-19,2015,2,19,50.0,1200.0,1600.0,1550.0,1400.0
2015-02-20,2015,2,20,53.0,1000.0,1400.0,1400.0,1200.0
2015-02-21,2015,2,21,60.0,1100.0,1400.0,1200.0,1250.0
2015-02-23,2015,2,23,58.0,1200.0,1400.0,1250.0,1300.0
2015-02-24,2015,2,24,63.0,1000.0,1300.0,1300.0,1150.0
2015-02-26,2015,2,26,60.0,1100.0,1500.0,1150.0,1300.0
2015-02-27,2015,2,27,65.0,1200.0,1400.0,1300.0,1300.0
2015-02-28,2015,2,28,70.0,1100.0,1400.0,1300.0,1250.0
2015-03-02,2015,3,2,50.0,1200.0,1500.0,1250.0,1350.0
2015-03-03,2015,3,3,63.0,1000.0,1400.0,1350.0,1200.0
2015-03-04,2015,3,4,56.0,1200.0,1500.0,1200.0,1350.0
2015-03-05,2015,3,5,60.0,1100.0,1450.0,1350.0,1250.0
2015-03-07,2015,3,7,36.0,1200.0,1600.0,1250.0,1400.0
2015-03-09,2015,3,9,48.0,1200.0,1500.0,1400.0,1350.0
2015-03-10,2015,3,10,45.0,1200.0,1600.0,1350.0,1400.0
2015-03-11,2015,3,11,42.0,1300.0,1700.0,1400.0,1500.0
2015-03-12,2015,3,12,46.0,1250.0,1650.0,1500.0,1400.0
2015-03-13,2015,3,13,50.0,1200.0,1500.0,1400.0,1350.0
2015-03-14,2015,3,14,45.0,1500.0,1800.0,1350.0,1650.0
2015-03-16,2015,3,16,38.0,1600.0,2000.0,1650.0,1800.0
2015-03-17,2015,3,17,32.0,1700.0,2200.0,1800.0,2000.0
2015-03-18,2015,3,18,40.0,1400.0,2000.0,2000.0,1700.0
2015-03-19,2015,3,19,45.0,1200.0,2000.0,1700.0,1600.0
2015-03-20,2015,3,20,50.0,1200.0,1800.0,1600.0,1500.0
2015-03-21,2015,3,21,54.0,1400.0,1800.0,1500.0,1600.0
2015-03-23,2015,3,23,45.0,1500.0,2000.0,1600.0,1750.0
2015-03-24,2015,3,24,52.0,1350.0,1850.0,1750.0,1600.0
2015-03-25,2015,3,25,56.0,1200.0,1800.0,1600.0,1500.0
2015-03-26,2015,3,26,60.0,1250.0,1750.0,1500.0,1500.0
2015-03-27,2015,3,27,65.0,1400.0,1700.0,1500.0,1550.0
2015-03-30,2015,3,30,70.0,1200.0,1600.0,1550.0,1400.0
2015-03-31,2015,3,31,62.0,1350.0,1650.0,1400.0,1500.0
2015-04-01,2015,4,1,42.0,1200.0,1600.0,1500.0,1400.0
2015-04-04,2015,4,4,40.0,1400.0,1800.0,1400.0,1600.0
2015-04-06,2015,4,6,36.0,1300.0,1700.0,1600.0,1500.0
2015-04-07,2015,4,7,45.0,1200.0,1500.0,1500.0,1350.0
2015-04-08,2015,4,8,50.0,1100.0,1500.0,1350.0,1300.0
2015-04-09,2015,4,9,48.0,1200.0,1500.0,1300.0,1350.0
2015-04-10,2015,4,10,54.0,1250.0,1450.0,1350.0,1350.0
2015-04-11,2015,4,11,50.0,1200.0,1500.0,1350.0,1350.0
2015-04-13,2015,4,13,45.0,1600.0,2000.0,1350.0,1800.0
2015-04-15,2015,4,15,40.0,1700.0,2200.0,1800.0,2000.0
2015-04-16,2015,4,16,30.0,2000.0,2500.0,2000.0,2250.0
2015-04-17,2015,4,17,37.0,2200.0,2400.0,2250.0,2300.0
2015-04-18,2015,4,18,40.0,1600.0,2400.0,2300.0,2000.0
2015-04-20,2015,4,20,38.0,1500.0,2400.0,2000.0,2000.0
2015-04-21,2015,4,21,45.0,1600.0,2200.0,2000.0,1900.0
2015-04-22,2015,4,22,40.0,1700.0,2400.0,1900.0,2000.0
2015-04-23,2015,4,23,46.0,1500.0,2300.0,2000.0,1900.0
2015-04-24,2015,4,24,45.0,1600.0,2200.0,1900.0,1900.0
2015-04-25,2015,4,25,40.0,1800.0,2400.0,1900.0,2100.0
2015-04-27,2015,4,27,50.0,1750.0,2250.0,2100.0,2000.0
2015-04-28,2015,4,28,50.0,1800.0,2200.0,2000.0,2000.0
2015-04-29,2015,4,29,47.0,1700.0,2300.0,2000.0,2000.0
2015-04-30,2015,4,30,52.0,1800.0,2200.0,2000.0,2000.0
2015-05-01,2015,5,1,48.0,1500.0,2000.0,2000.0,1750.0
2015-05-02,2015,5,2,50.0,1400.0,2000.0,1750.0,1700.0
2015-05-05,2015,5,5,45.0,1600.0,2200.0,1700.0,1900.0
2015-05-06,2015,5,6,38.0,2200.0,2600.0,1900.0,2400.0
2015-05-07,2015,5,7,32.0,3000.0,3500.0,2400.0,3250.0
2015-05-08,2015,5,8,30.0,3200.0,4000.0,3250.0,3600.0
2015-05-09,2015,5,9,30.0,3500.0,4500.0,3600.0,4000.0
2015-05-11,2015,5,11,48.0,2600.0,3200.0,4000.0,2900.0
2015-05-12,2015,5,12,53.0,2000.0,2400.0,2900.0,2200.0
2015-05-13,2015,5,13,57.0,1800.0,2200.0,2200.0,2000.0
2015-05-14,2015,5,14,60.0,1500.0,2000.0,2000.0,1750.0
2015-05-15,2015,5,15,58.0,1600.0,2000.0,1750.0,1800.0
2015-05-16,2015,5,16,60.0,1400.0,1800.0,1800.0,1600.0
2015-05-18,2015,5,18,65.0,1350.0,1750.0,1600.0,1550.0
2015-05-19,2015,5,19,72.0,1200.0,1600.0,1550.0,1400.0
2015-05-20,2015,5,20,60.0,1250.0,1650.0,1400.0,1450.0
2015-05-21,2015,5,21,56.0,1300.0,1600.0,1450.0,1450.0
2015-05-22,2015,5,22,62.0,1200.0,1500.0,1450.0,1350.0
2015-05-23,2015,5,23,58.0,1250.0,1550.0,1350.0,1400.0
2015-05-25,2015,5,25,60.0,1200.0,1500.0,1400.0,1350.0
2015-05-26,2015,5,26,57.0,1200.0,1600.0,1350.0,1400.0
2015-05-27,2015,5,27,62.0,1100.0,1500.0,1400.0,1300.0
2015-05-28,2015,5,28,55.0,1400.0,1700.0,1300.0,1550.0
2015-05-29,2015,5,29,60.0,1200.0,1600.0,1550.0,1400.0
2015-05-30,2015,5,30,67.0,1200.0,1500.0,1400.0,1350.0
2015-06-01,2015,6,1,62.0,1250.0,1500.0,1350.0,1375.0
2015-06-02,2015,6,2,56.0,1600.0,2000.0,1375.0,1800.0
2015-06-03,2015,6,3,60.0,1400.0,1800.0,1800.0,1600.0
2015-06-04,2015,6,4,58.0,1550.0,1750.0,1600.0,1650.0
2015-06-05,2015,6,5,46.0,1400.0,1800.0,1650.0,1600.0
2015-06-06,2015,6,6,55.0,1500.0,1700.0,1600.0,1600.0
2015-06-08,2015,6,8,52.0,1525.0,1725.0,1600.0,1650.0
2015-06-09,2015,6,9,60.0,1350.0,1650.0,1650.0,1500.0
2015-06-10,2015,6,10,67.0,1300.0,1600.0,1500.0,1450.0
2015-06-11,2015,6,11,63.0,1400.0,1600.0,1450.0,1500.0
2015-06-12,2015,6,12,58.0,1350.0,1650.0,1500.0,1500.0
2015-06-13,2015,6,13,47.0,1500.0,1800.0,1500.0,1650.0
2015-06-15,2015,6,15,40.0,1600.0,2000.0,1650.0,1800.0
2015-06-16,2015,6,16,53.0,1450.0,1650.0,1800.0,1550.0
2015-06-17,2015,6,17,58.0,1200.0,1500.0,1550.0,1350.0
2015-06-18,2015,6,18,55.0,1300.0,1500.0,1350.0,1400.0
2015-06-19,2015,6,19,50.0,1200.0,1600.0,1400.0,1400.0
2015-06-20,2015,6,20,53.0,1250.0,1550.0,1400.0,1400.0
2015-06-22,2015,6,22,50.0,1600.0,2000.0,1400.0,1800.0
2015-06-23,2015,6,23,48.0,1800.0,2200.0,1800.0,2000.0
2015-06-24,2015,6,24,40.0,2000.0,2400.0,2000.0,2200.0
2015-06-25,2015,6,25,42.0,2200.0,2500.0,2200.0,2350.0
2015-06-26,2015,6,26,45.0,2100.0,2400.0,2350.0,2250.0
2015-06-27,2015,6,27,56.0,1600.0,2200.0,2250.0,1900.0
2015-06-29,2015,6,29,53.0,1800.0,2200.0,1900.0,2000.0
2015-06-30,2015,6,30,65.0,1600.0,2000.0,2000.0,1800.0
2015-12-01,2015,12,1,50.0,2500.0,3000.0,1800.0,2750.0
2015-12-02,2015,12,2,54.0,2200.0,3000.0,2750.0,2600.0
2015-12-03,2015,12,3,60.0,2200.0,2800.0,2600.0,2500.0
2015-12-04,2015,12,4,70.0,2000.0,2600.0,2500.0,2300.0
2015-12-05,2015,12,5,74.0,2000.0,2500.0,2300.0,2250.0
2015-12-07,2015,12,7,68.0,2150.0,2500.0,2250.0,2375.0
2015-12-08,2015,12,8,63.0,2200.0,2600.0,2375.0,2400.0
2015-12-09,2015,12,9,70.0,2000.0,2500.0,2400.0,2250.0
2015-12-10,2015,12,10,76.0,1800.0,2300.0,2250.0,2050.0
2015-12-11,2015,12,11,62.0,1800.0,2400.0,2050.0,2100.0
2015-12-12,2015,12,12,67.0,1900.0,2300.0,2100.0,2100.0
2015-12-14,2015,12,14,65.0,1800.0,2200.0,2100.0,2000.0
2015-12-15,2015,12,15,70.0,1600.0,2000.0,2000.0,1800.0
2015-12-16,2015,12,16,68.0,1800.0,2200.0,1800.0,2000.0
2015-12-17,2015,12,17,72.0,1600.0,2000.0,2000.0,1800.0
2015-12-18,2015,12,18,80.0,1500.0,2000.0,1800.0,1750.0
2015-12-19,2015,12,19,70.0,1400.0,2000.0,1750.0,1700.0
2015-12-21,2015,12,21,63.0,1800.0,2200.0,1700.0,2000.0
2015-12-22,2015,12,22,65.0,1750.0,2150.0,2000.0,1950.0
2015-12-23,2015,12,23,52.0,1800.0,2400.0,1950.0,2100.0
2015-12-26,2015,12,26,50.0,2000.0,2500.0,2100.0,2250.0
2015-12-28,2015,12,28,60.0,1800.0,2400.0,2250.0,2100.0
2015-12-29,2015,12,29,65.0,1600.0,2200.0,2100.0,1900.0
2015-12-30,2015,12,30,50.0,1800.0,2400.0,1900.0,2100.0
2015-12-31,2015,12,31,53.0,1700.0,2300.0,2100.0,2000.0
2016-01-01,2016,1,1,48.0,1600.0,2000.0,2000.0,1800.0
2016-01-02,2016,1,2,50.0,1500.0,2000.0,1800.0,1750.0
2016-01-04,2016,1,4,45.0,1650.0,2050.0,1750.0,1900.0
2016-01-05,2016,1,5,40.0,1800.0,2200.0,1900.0,2000.0
2016-01-06,2016,1,6,38.0,2000.0,2600.0,2000.0,2300.0
2016-01-07,2016,1,7,48.0,2000.0,2400.0,2300.0,2200.0
2016-01-08,2016,1,8,50.0,1800.0,2300.0,2200.0,2100.0
2016-01-09,2016,1,9,45.0,2000.0,2400.0,2100.0,2200.0
2016-01-11,2016,1,11,53.0,1600.0,2200.0,2200.0,1900.0
2016-01-12,2016,1,12,55.0,1800.0,2200.0,1900.0,2000.0
2016-01-13,2016,1,13,60.0,1600.0,2000.0,2000.0,1800.0
2016-01-14,2016,1,14,62.0,1600.0,2000.0,1800.0,1800.0
2016-01-15,2016,1,15,68.0,1500.0,1800.0,1800.0,1650.0
2016-01-16,2016,1,16,60.0,1550.0,1850.0,1650.0,1700.0
2016-01-18,2016,1,18,64.0,1500.0,1800.0,1700.0,1650.0
2016-01-19,2016,1,19,67.0,1400.0,1800.0,1650.0,1600.0
2016-01-20,2016,1,20,65.0,1500.0,1700.0,1600.0,1600.0
2016-01-21,2016,1,21,50.0,1600.0,1900.0,1600.0,1750.0
2016-01-22,2016,1,22,56.0,1450.0,1850.0,1750.0,1600.0
2016-01-23,2016,1,23,60.0,1400.0,1800.0,1600.0,1600.0
2016-01-25,2016,1,25,65.0,1300.0,1800.0,1600.0,1550.0
2016-01-27,2016,1,27,60.0,1400.0,1600.0,1550.0,1500.0
2016-01-28,2016,1,28,57.0,1300.0,1700.0,1500.0,1500.0
2016-01-29,2016,1,29,58.0,1200.0,1700.0,1500.0,1450.0
2016-01-30,2016,1,30,62.0,1200.0,1500.0,1450.0,1350.0
2016-02-01,2016,2,1,54.0,1600.0,2000.0,1350.0,1800.0
2016-02-02,2016,2,2,50.0,1500.0,2000.0,1800.0,1750.0
2016-02-03,2016,2,3,48.0,1700.0,2000.0,1750.0,1850.0
2016-02-04,2016,2,4,52.0,1650.0,1950.0,1850.0,1800.0
2016-02-05,2016,2,5,60.0,1600.0,1900.0,1800.0,1750.0
2016-02-06,2016,2,6,62.0,1600.0,1900.0,1750.0,1800.0
2016-02-08,2016,2,8,64.0,1500.0,1800.0,1800.0,1700.0
2016-02-09,2016,2,9,62.0,1550.0,1850.0,1700.0,1650.0
2016-02-10,2016,2,10,60.0,1500.0,1700.0,1650.0,1600.0
2016-02-11,2016,2,11,65.0,1450.0,1600.0,1600.0,1550.0
2016-02-12,2016,2,12,70.0,1400.0,1600.0,1550.0,1500.0
2016-02-13,2016,2,13,68.0,1400.0,1550.0,1500.0,1450.0
2016-02-15,2016,2,15,65.0,1450.0,1650.0,1450.0,1550.0
2016-02-16,2016,2,16,70.0,1200.0,1600.0,1550.0,1400.0
2016-02-17,2016,2,17,75.0,1200.0,1500.0,1400.0,1350.0
2016-02-18,2016,2,18,80.0,1100.0,1400.0,1350.0,1250.0
2016-02-19,2016,2,19,78.0,1200.0,1400.0,1250.0,1300.0
2016-02-20,2016,2,20,80.0,1100.0,1300.0,1300.0,1200.0
2016-02-22,2016,2,22,70.0,1200.0,1500.0,1200.0,1350.0
2016-02-23,2016,2,23,72.0,1250.0,1450.0,1350.0,1350.0
2016-02-24,2016,2,24,80.0,1100.0,1400.0,1350.0,1250.0
2016-02-25,2016,2,25,76.0,1150.0,1400.0,1250.0,1300.0
2016-02-26,2016,2,26,87.0,900.0,1100.0,1300.0,1000.0
2016-02-27,2016,2,27,90.0,800.0,1000.0,1000.0,900.0
2016-02-29,2016,2,29,80.0,1000.0,1200.0,900.0,1100.0
2016-03-01,2016,3,1,68.0,1000.0,1300.0,1100.0,1150.0
2016-03-02,2016,3,2,70.0,1000.0,1200.0,1150.0,1100.0
2016-03-03,2016,3,3,65.0,1100.0,1400.0,1100.0,1250.0
2016-03-04,2016,3,4,60.0,1200.0,1400.0,1250.0,1300.0
2016-03-05,2016,3,5,70.0,1000.0,1300.0,1300.0,1150.0
2016-03-07,2016,3,7,65.0,1000.0,1200.0,1150.0,1100.0
2016-03-08,2016,3,8,72.0,900.0,1100.0,1100.0,1000.0
2016-03-09,2016,3,9,80.0,800.0,1000.0,1000.0,900.0
2016-03-10,2016,3,10,75.0,1000.0,1200.0,900.0,1100.0
2016-03-11,2016,3,11,87.0,800.0,1000.0,1100.0,900.0
2016-03-12,2016,3,12,83.0,800.0,1000.0,900.0,900.0
2016-03-14,2016,3,14,86.0,750.0,1000.0,900.0,875.0
2016-03-15,2016,3,15,72.0,850.0,1100.0,875.0,975.0
2016-03-16,2016,3,16,75.0,850.0,1050.0,975.0,950.0
2016-03-17,2016,3,17,80.0,800.0,1000.0,950.0,900.0
2016-03-18,2016,3,18,78.0,900.0,1000.0,900.0,950.0
2016-03-19,2016,3,19,75.0,900.0,1050.0,950.0,980.0
2016-03-21,2016,3,21,63.0,950.0,1100.0,980.0,1025.0
2016-03-22,2016,3,22,70.0,900.0,1100.0,1025.0,1000.0
2016-03-26,2016,3,26,40.0,1000.0,1100.0,1000.0,1050.0
2016-03-28,2016,3,28,52.0,900.0,1000.0,1050.0,950.0
2016-03-29,2016,3,29,48.0,1000.0,1200.0,950.0,1100.0
2016-03-30,2016,3,30,55.0,1100.0,1300.0,1100.0,1200.0
2016-03-31,2016,3,31,52.0,1000.0,1300.0,1200.0,1150.0
2016-04-01,2016,4,1,70.0,1100.0,1300.0,1150.0,1200.0
2016-04-02,2016,4,2,63.0,1150.0,1350.0,1200.0,1250.0
2016-04-04,2016,4,4,72.0,1100.0,1300.0,1250.0,1200.0
2016-04-05,2016,4,5,68.0,1150.0,1250.0,1200.0,1200.0
2016-04-06,2016,4,6,70.0,1000.0,1200.0,1200.0,1100.0
2016-04-07,2016,4,7,76.0,900.0,1100.0,1100.0,1000.0
2016-04-08,2016,4,8,68.0,950.0,1100.0,1000.0,1025.0
2016-04-09,2016,4,9,72.0,1000.0,1200.0,1025.0,1100.0
2016-04-11,2016,4,11,65.0,1000.0,1400.0,1100.0,1200.0
2016-04-12,2016,4,12,78.0,900.0,1200.0,1200.0,1050.0
2016-04-13,2016,4,13,80.0,800.0,1100.0,1050.0,950.0
2016-04-16,2016,4,16,100.0,800.0,900.0,950.0,850.0
2016-04-18,2016,4,18,85.0,800.0,1000.0,850.0,900.0
2016-04-19,2016,4,19,90.0,850.0,950.0,900.0,900.0
2016-04-21,2016,4,21,82.0,800.0,1000.0,900.0,900.0
2016-04-22,2016,4,22,64.0,900.0,1400.0,900.0,1150.0
2016-04-23,2016,4,23,58.0,1100.0,1400.0,1150.0,1250.0
2016-04-25,2016,4,25,52.0,1200.0,1400.0,1250.0,1300.0
2016-04-26,2016,4,26,56.0,1150.0,1350.0,1300.0,1250.0
2016-04-27,2016,4,27,54.0,1100.0,1350.0,1250.0,1225.0
2016-04-28,2016,4,28,60.0,1125.0,1325.0,1225.0,1250.0
2016-04-29,2016,4,29,65.0,1200.0,1300.0,1250.0,1250.0
2016-04-30,2016,4,30,60.0,1100.0,1300.0,1250.0,1200.0
2016-05-02,2016,5,2,62.0,1050.0,1250.0,1200.0,1150.0
2016-05-03,2016,5,3,63.0,1030.0,1240.0,1150.0,1120.0
2016-05-04,2016,5,4,50.0,1200.0,1600.0,1120.0,1400.0
2016-05-05,2016,5,5,52.0,1200.0,1550.0,1400.0,1375.0
2016-05-06,2016,5,6,60.0,1150.0,1350.0,1375.0,1250.0
2016-05-07,2016,5,7,54.0,1200.0,1400.0,1250.0,1300.0
2016-05-09,2016,5,9,50.0,1300.0,1500.0,1300.0,1400.0
2016-05-10,2016,5,10,48.0,1350.0,1650.0,1400.0,1500.0
2016-05-11,2016,5,11,52.0,1400.0,1600.0,1500.0,1500.0
2016-05-12,2016,5,12,50.0,1300.0,1700.0,1500.0,1500.0
2016-05-13,2016,5,13,62.0,1200.0,1500.0,1500.0,1350.0
2016-05-14,2016,5,14,70.0,1000.0,1400.0,1350.0,1200.0
2016-05-16,2016,5,16,45.0,1800.0,2200.0,1200.0,2000.0
2016-05-17,2016,5,17,50.0,1600.0,2000.0,2000.0,1800.0
2016-05-18,2016,5,18,58.0,1400.0,2000.0,1800.0,1700.0
2016-05-19,2016,5,19,62.0,1400.0,1800.0,1700.0,1600.0
2016-05-20,2016,5,20,55.0,1600.0,2000.0,1600.0,1800.0
2016-05-23,2016,5,23,60.0,1550.0,1850.0,1800.0,1700.0
2016-05-24,2016,5,24,68.0,1500.0,1800.0,1700.0,1650.0
2016-05-25,2016,5,25,65.0,1400.0,1800.0,1650.0,1600.0
2016-05-26,2016,5,26,56.0,1500.0,2000.0,1600.0,1800.0
2016-05-27,2016,5,27,60.0,1500.0,1900.0,1800.0,1700.0
2016-05-28,2016,5,28,62.0,1400.0,1800.0,1700.0,1600.0
2016-05-30,2016,5,30,60.0,1500.0,1800.0,1600.0,1600.0
2016-05-31,2016,5,31,55.0,1600.0,1900.0,1600.0,1800.0
2016-06-01,2016,6,1,58.0,1550.0,1850.0,1800.0,1700.0
2016-06-02,2016,6,2,60.0,1500.0,1800.0,1700.0,1600.0
2016-06-03,2016,6,3,55.0,1600.0,1900.0,1600.0,1700.0
2016-06-04,2016,6,4,40.0,2000.0,2400.0,1700.0,2200.0
2016-06-06,2016,6,6,38.0,2200.0,2600.0,2200.0,2400.0
2016-06-07,2016,6,7,32.0,2400.0,3000.0,2400.0,2700.0
2016-06-08,2016,6,8,35.0,2200.0,3000.0,2700.0,2600.0
2016-06-09,2016,6,9,38.0,2500.0,3200.0,2600.0,2900.0
2016-06-10,2016,6,10,40.0,2400.0,3000.0,2900.0,2700.0
2016-06-11,2016,6,11,37.0,2600.0,3400.0,2700.0,3000.0
2016-06-13,2016,6,13,42.0,2500.0,3200.0,3000.0,2900.0
2016-06-14,2016,6,14,45.0,2400.0,3000.0,2900.0,2700.0
2016-06-15,2016,6,15,40.0,2800.0,3400.0,2700.0,3100.0
2016-06-16,2016,6,16,38.0,3000.0,3700.0,3100.0,3400.0
2016-06-17,2016,6,17,45.0,3000.0,3600.0,3400.0,3300.0
2016-06-18,2016,6,18,50.0,2600.0,3200.0,3300.0,2900.0
2016-06-20,2016,6,20,43.0,3000.0,3500.0,2900.0,3250.0
2016-06-21,2016,6,21,45.0,2900.0,3500.0,3250.0,3200.0
2016-06-22,2016,6,22,47.0,3000.0,3400.0,3200.0,3200.0
2016-06-23,2016,6,23,42.0,3200.0,3600.0,3200.0,3400.0
